,pressure,sal,Wt,CHL,agp400.9,agp404.3,agp407.8,agp410.9,agp414.5,agp418.2,agp422.2,agp426.5,agp430.5,agp434.2,agp438.0,agp442.1,agp446.5,agp450.9,agp455.4,agp459.6,agp463.5,agp468.0,agp472.4,agp477.4,agp481.8,agp486.3,agp490.4,agp494.6,agp498.6,agp503.1,agp507.5,agp512.3,agp517.1,agp521.7,agp525.9,agp530.0,agp534.0,agp538.2,agp542.3,agp546.7,agp551.0,agp555.5,agp559.8,agp564.0,agp568.0,agp571.9,agp575.5,agp579.2,agp582.7,agp585.6,agp589.8,agp593.9,agp598.4,agp602.9,agp607.3,agp611.9,agp616.3,agp620.6,agp624.8,agp629.0,agp633.1,agp637.1,agp641.4,agp645.6,agp650.0,agp654.3,agp659.0,agp663.1,agp667.6,agp671.8,agp675.8,agp680.1,agp684.0,agp687.8,agp691.6,agp695.2,agp699.1,agp702.8,agp706.6,agp710.1,agp713.8,agp717.3,agp721.2,agp724.7,agp728.0,agp731.5,agp735.1,cgp400.9,cgp404.3,cgp407.8,cgp410.9,cgp414.5,cgp418.2,cgp422.2,cgp426.5,cgp430.5,cgp434.2,cgp438.0,cgp442.1,cgp446.5,cgp450.9,cgp455.4,cgp459.6,cgp463.5,cgp468.0,cgp472.4,cgp477.4,cgp481.8,cgp486.3,cgp490.4,cgp494.6,cgp498.6,cgp503.1,cgp507.5,cgp512.3,cgp517.1,cgp521.7,cgp525.9,cgp530.0,cgp534.0,cgp538.2,cgp542.3,cgp546.7,cgp551.0,cgp555.5,cgp559.8,cgp564.0,cgp568.0,cgp571.9,cgp575.5,cgp579.2,cgp582.7,cgp585.6,cgp589.8,cgp593.9,cgp598.4,cgp602.9,cgp607.3,cgp611.9,cgp616.3,cgp620.6,cgp624.8,cgp629.0,cgp633.1,cgp637.1,cgp641.4,cgp645.6,cgp650.0,cgp654.3,cgp659.0,cgp663.1,cgp667.6,cgp671.8,cgp675.8,cgp680.1,cgp684.0,cgp687.8,cgp691.6,cgp695.2,cgp699.1,cgp702.8,cgp706.6,cgp710.1,cgp713.8,cgp717.3,cgp721.2,cgp724.7,cgp728.0,cgp731.5,cgp735.1,agp412,agp440,agp488,agp510,agp532,agp555,agp650,agp676,agp715,cgp412,cgp440,cgp488,cgp510,cgp532,cgp555,cgp650,cgp676,cgp715,ag400.9,ag404.3,ag407.8,ag410.9,ag414.5,ag418.2,ag422.2,ag426.5,ag430.5,ag434.2,ag438.0,ag442.1,ag446.5,ag450.9,ag455.4,ag459.6,ag463.5,ag468.0,ag472.4,ag477.4,ag481.8,ag486.3,ag490.4,ag494.6,ag498.6,ag503.1,ag507.5,ag512.3,ag517.1,ag521.7,ag525.9,ag530.0,ag534.0,ag538.2,ag542.3,ag546.7,ag551.0,ag555.5,ag559.8,ag564.0,ag568.0,ag571.9,ag575.5,ag579.2,ag582.7,ag585.6,ag589.8,ag593.9,ag598.4,ag602.9,ag607.3,ag611.9,ag616.3,ag620.6,ag624.8,ag629.0,ag633.1,ag637.1,ag641.4,ag645.6,ag650.0,ag654.3,ag659.0,ag663.1,ag667.6,ag671.8,ag675.8,ag680.1,ag684.0,ag687.8,ag691.6,ag695.2,ag699.1,ag702.8,ag706.6,ag710.1,ag713.8,ag717.3,ag721.2,ag724.7,ag728.0,ag731.5,ag735.1,ap400.9,ap404.3,ap407.8,ap410.9,ap414.5,ap418.2,ap422.2,ap426.5,ap430.5,ap434.2,ap438.0,ap442.1,ap446.5,ap450.9,ap455.4,ap459.6,ap463.5,ap468.0,ap472.4,ap477.4,ap481.8,ap486.3,ap490.4,ap494.6,ap498.6,ap503.1,ap507.5,ap512.3,ap517.1,ap521.7,ap525.9,ap530.0,ap534.0,ap538.2,ap542.3,ap546.7,ap551.0,ap555.5,ap559.8,ap564.0,ap568.0,ap571.9,ap575.5,ap579.2,ap582.7,ap585.6,ap589.8,ap593.9,ap598.4,ap602.9,ap607.3,ap611.9,ap616.3,ap620.6,ap624.8,ap629.0,ap633.1,ap637.1,ap641.4,ap645.6,ap650.0,ap654.3,ap659.0,ap663.1,ap667.6,ap671.8,ap675.8,ap680.1,ap684.0,ap687.8,ap691.6,ap695.2,ap699.1,ap702.8,ap706.6,ap710.1,ap713.8,ap717.3,ap721.2,ap724.7,ap728.0,ap731.5,ap735.1,cp400.9,cp404.3,cp407.8,cp410.9,cp414.5,cp418.2,cp422.2,cp426.5,cp430.5,cp434.2,cp438.0,cp442.1,cp446.5,cp450.9,cp455.4,cp459.6,cp463.5,cp468.0,cp472.4,cp477.4,cp481.8,cp486.3,cp490.4,cp494.6,cp498.6,cp503.1,cp507.5,cp512.3,cp517.1,cp521.7,cp525.9,cp530.0,cp534.0,cp538.2,cp542.3,cp546.7,cp551.0,cp555.5,cp559.8,cp564.0,cp568.0,cp571.9,cp575.5,cp579.2,cp582.7,cp585.6,cp589.8,cp593.9,cp598.4,cp602.9,cp607.3,cp611.9,cp616.3,cp620.6,cp624.8,cp629.0,cp633.1,cp637.1,cp641.4,cp645.6,cp650.0,cp654.3,cp659.0,cp663.1,cp667.6,cp671.8,cp675.8,cp680.1,cp684.0,cp687.8,cp691.6,cp695.2,cp699.1,cp702.8,cp706.6,cp710.1,cp713.8,cp717.3,cp721.2,cp724.7,cp728.0,cp731.5,cp735.1,bp400.9,bp404.3,bp407.8,bp410.9,bp414.5,bp418.2,bp422.2,bp426.5,bp430.5,bp434.2,bp438.0,bp442.1,bp446.5,bp450.9,bp455.4,bp459.6,bp463.5,bp468.0,bp472.4,bp477.4,bp481.8,bp486.3,bp490.4,bp494.6,bp498.6,bp503.1,bp507.5,bp512.3,bp517.1,bp521.7,bp525.9,bp530.0,bp534.0,bp538.2,bp542.3,bp546.7,bp551.0,bp555.5,bp559.8,bp564.0,bp568.0,bp571.9,bp575.5,bp579.2,bp582.7,bp585.6,bp589.8,bp593.9,bp598.4,bp602.9,bp607.3,bp611.9,bp616.3,bp620.6,bp624.8,bp629.0,bp633.1,bp637.1,bp641.4,bp645.6,bp650.0,bp654.3,bp659.0,bp663.1,bp667.6,bp671.8,bp675.8,bp680.1,bp684.0,bp687.8,bp691.6,bp695.2,bp699.1,bp702.8,bp706.6,bp710.1,bp713.8,bp717.3,bp721.2,bp724.7,bp728.0,bp731.5,bp735.1,a400.9,a404.3,a407.8,a410.9,a414.5,a418.2,a422.2,a426.5,a430.5,a434.2,a438.0,a442.1,a446.5,a450.9,a455.4,a459.6,a463.5,a468.0,a472.4,a477.4,a481.8,a486.3,a490.4,a494.6,a498.6,a503.1,a507.5,a512.3,a517.1,a521.7,a525.9,a530.0,a534.0,a538.2,a542.3,a546.7,a551.0,a555.5,a559.8,a564.0,a568.0,a571.9,a575.5,a579.2,a582.7,a585.6,a589.8,a593.9,a598.4,a602.9,a607.3,a611.9,a616.3,a620.6,a624.8,a629.0,a633.1,a637.1,a641.4,a645.6,a650.0,a654.3,a659.0,a663.1,a667.6,a671.8,a675.8,a680.1,a684.0,a687.8,a691.6,a695.2,a699.1,a702.8,a706.6,a710.1,a713.8,a717.3,a721.2,a724.7,a728.0,a731.5,a735.1,c400.9,c404.3,c407.8,c410.9,c414.5,c418.2,c422.2,c426.5,c430.5,c434.2,c438.0,c442.1,c446.5,c450.9,c455.4,c459.6,c463.5,c468.0,c472.4,c477.4,c481.8,c486.3,c490.4,c494.6,c498.6,c503.1,c507.5,c512.3,c517.1,c521.7,c525.9,c530.0,c534.0,c538.2,c542.3,c546.7,c551.0,c555.5,c559.8,c564.0,c568.0,c571.9,c575.5,c579.2,c582.7,c585.6,c589.8,c593.9,c598.4,c602.9,c607.3,c611.9,c616.3,c620.6,c624.8,c629.0,c633.1,c637.1,c641.4,c645.6,c650.0,c654.3,c659.0,c663.1,c667.6,c671.8,c675.8,c680.1,c684.0,c687.8,c691.6,c695.2,c699.1,c702.8,c706.6,c710.1,c713.8,c717.3,c721.2,c724.7,c728.0,c731.5,c735.1,b400.9,b404.3,b407.8,b410.9,b414.5,b418.2,b422.2,b426.5,b430.5,b434.2,b438.0,b442.1,b446.5,b450.9,b455.4,b459.6,b463.5,b468.0,b472.4,b477.4,b481.8,b486.3,b490.4,b494.6,b498.6,b503.1,b507.5,b512.3,b517.1,b521.7,b525.9,b530.0,b534.0,b538.2,b542.3,b546.7,b551.0,b555.5,b559.8,b564.0,b568.0,b571.9,b575.5,b579.2,b582.7,b585.6,b589.8,b593.9,b598.4,b602.9,b607.3,b611.9,b616.3,b620.6,b624.8,b629.0,b633.1,b637.1,b641.4,b645.6,b650.0,b654.3,b659.0,b663.1,b667.6,b671.8,b675.8,b680.1,b684.0,b687.8,b691.6,b695.2,b699.1,b702.8,b706.6,b710.1,b713.8,b717.3,b721.2,b724.7,b728.0,b731.5,b735.1,bb470.0,bb530.0,bb660.0,Pts/Bin,TimeStamp,ECO_VSF_Beta_B100_,ECO_VSF_Beta_B125_,ECO_VSF_Beta_B150_,ECO_VSF_Beta_G100_,ECO_VSF_Beta_G125_,ECO_VSF_Beta_G150_,ECO_VSF_Beta_R100_,ECO_VSF_Beta_R125_,ECO_VSF_Beta_R150_,Unnamed: 783_level_0,Station,Latitude,Longitude,datetime
0,1.5,0.483175,25.087299,9.128,5.131305,5.028419,4.901094,4.786908,4.644709,4.48997,4.3328,4.195082,4.021015,3.874509,3.712764,3.563133,3.41128,3.268883,3.137986,3.039047,2.922686,2.817498,2.725423,2.6319,2.545487,2.457476,2.368844,2.29011,2.203562,2.113914,2.033552,1.94854,1.874307,1.806086,1.736976,1.674241,1.618474,1.560198,1.508788,1.466597,1.414956,1.373045,1.335579,1.302888,1.268648,1.242997,1.217681,1.194363,1.174334,1.158267,1.13715,1.11474,1.095975,1.085022,1.070772,1.064762,1.054846,1.042119,1.028576,1.012856,0.99702,0.981151,0.967851,0.960907,0.966623,0.979599,0.99895,1.021573,1.034087,1.029668,1.007794,0.971908,0.918045,0.856075,0.80326,0.747526,0.711811,0.675165,0.644917,0.618394,0.601221,0.578853,0.561108,0.548745,0.517887,0.485683,0.465062,17.236889,17.016356,17.156084,16.940426,16.727764,16.594864,16.400507,16.204306,16.192642,15.961237,15.838214,15.705737,15.566945,15.465455,15.320643,15.149849,15.087816,14.973989,14.852829,14.749964,14.644277,14.551636,14.47573,14.350521,14.262506,14.184899,14.091791,14.016068,13.929536,13.836535,13.753452,13.678308,13.587019,13.521861,13.444425,13.345632,13.289009,13.216908,13.154405,13.066678,13.014157,12.951064,12.882878,12.826266,12.766376,12.74703,12.685719,12.640221,12.5922,12.523831,12.479285,12.419957,12.370932,12.321483,12.267631,12.220446,12.166965,12.11973,12.06805,12.024624,11.967445,11.91227,11.873601,11.836478,11.802926,11.781371,11.763813,11.730665,11.700799,11.69683,11.641857,11.61272,11.557913,11.51129,11.473726,11.431263,11.388328,11.348854,11.29607,11.283519,11.246582,11.180458,11.156862,2.020293,1.245534,0.584483,0.43083,0.322323,0.238014,0.06557,0.050225,0.0,16.217285,15.007235,13.585015,13.114175,12.681681,12.286031,11.032725,10.783945,10.450702,2.348214,2.248727,2.144602,2.051556,1.943295,1.832659,1.714848,1.591601,1.481375,1.384263,1.290388,1.196878,1.105811,1.023668,0.948111,0.884603,0.831112,0.775253,0.725977,0.675437,0.634928,0.596527,0.563556,0.531493,0.502578,0.471961,0.444004,0.415761,0.389756,0.3667,0.347043,0.328965,0.312228,0.295504,0.279962,0.264086,0.249316,0.234582,0.221144,0.208607,0.1972,0.186569,0.177179,0.167947,0.159597,0.152956,0.143779,0.135315,0.126576,0.118401,0.110943,0.103699,0.097287,0.091498,0.08629,0.081512,0.077254,0.073478,0.069824,0.066653,0.063741,0.061261,0.05879,0.056663,0.054171,0.051523,0.048558,0.044762,0.040795,0.036506,0.031851,0.027149,0.021785,0.016488,0.010885,0.005623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.783091,2.779691,2.756492,2.735352,2.701414,2.657311,2.617952,2.60348,2.53964,2.490246,2.422376,2.366256,2.305469,2.245214,2.189875,2.154444,2.091574,2.042244,1.999446,1.956463,1.910558,1.860949,1.805288,1.758617,1.700984,1.641953,1.589548,1.53278,1.484551,1.439386,1.389933,1.345277,1.306245,1.264694,1.228825,1.202511,1.16564,1.138463,1.114435,1.09428,1.071448,1.056428,1.040501,1.026417,1.014738,1.00531,0.99337,0.979425,0.969399,0.966621,0.959828,0.961064,0.957559,0.950621,0.942287,0.931344,0.919766,0.907673,0.898026,0.894254,0.902882,0.918338,0.94016,0.964909,0.979916,0.978146,0.959236,0.927146,0.87725,0.819568,0.771409,0.720377,0.690025,0.658677,0.634032,0.612771,0.601221,0.578853,0.561108,0.548745,0.517887,0.485683,0.465062,14.888675,14.767629,15.011482,14.88887,14.78447,14.762205,14.685658,14.612704,14.711267,14.576974,14.547826,14.50886,14.461134,14.441787,14.372532,14.265246,14.256704,14.198736,14.126852,14.074527,14.009348,13.955109,13.912174,13.819029,13.759928,13.712938,13.647787,13.600307,13.53978,13.469836,13.406409,13.349344,13.274791,13.226357,13.164462,13.081545,13.039693,12.982327,12.933261,12.85807,12.816957,12.764496,12.705699,12.658319,12.60678,12.594074,12.541939,12.504906,12.465625,12.40543,12.368342,12.316258,12.273645,12.229984,12.181341,12.138934,12.089711,12.046252,11.998226,11.957971,11.903705,11.851008,11.814812,11.779815,11.748755,11.729849,11.715255,11.685904,11.660004,11.660323,11.610006,11.585571,11.536127,11.494802,11.462842,11.42564,11.388328,11.348854,11.29607,11.283519,11.246582,11.180458,11.156862,12.105584,11.987937,12.25499,12.153519,12.083055,12.104895,12.067707,12.009224,12.171627,12.086727,12.12545,12.142604,12.155665,12.196572,12.182657,12.110803,12.165131,12.156492,12.127406,12.118064,12.098789,12.09416,12.106887,12.060411,12.058944,12.070986,12.058239,12.067528,12.055229,12.030451,12.016476,12.004067,11.968546,11.961664,11.935637,11.879034,11.874053,11.843863,11.818826,11.76379,11.745509,11.708068,11.665197,11.631903,11.592042,11.588764,11.548569,11.52548,11.496225,11.438809,11.408514,11.355195,11.316087,11.279363,11.239055,11.20759,11.169946,11.138579,11.1002,11.063716,11.000822,10.93267,10.874652,10.814905,10.768839,10.751703,10.756019,10.758757,10.782754,10.840755,10.838597,10.865194,10.846102,10.836125,10.82881,10.812869,10.787107,10.77,10.734962,10.734775,10.728695,10.694776,10.6918,5.137662,5.033862,4.906008,4.79157,4.649162,4.494439,4.337447,4.19992,4.02598,3.879704,3.718661,3.569914,3.41932,3.278276,3.147612,3.048817,2.932683,2.82788,2.736337,2.643926,2.558537,2.471354,2.383998,2.307206,2.222924,2.137307,2.062374,1.984737,1.914991,1.847118,1.778941,1.717641,1.663305,1.606704,1.557605,1.519545,1.472278,1.432889,1.397401,1.366452,1.335688,1.3151,1.295839,1.281469,1.274046,1.271142,1.271231,1.272744,1.300586,1.332006,1.333677,1.329967,1.324354,1.318608,1.311668,1.302677,1.294611,1.28604,1.282374,1.287493,1.306623,1.34521,1.402243,1.4454,1.46879,1.471462,1.457983,1.437291,1.399307,1.357625,1.331016,1.308734,1.323144,1.340525,1.382792,1.44836,1.55806,1.695273,1.877403,2.067001,2.30356,2.628137,2.968745,17.248486,17.026833,17.16589,16.949839,16.736746,16.603697,16.409369,16.213184,16.201485,15.970156,15.847756,15.716035,15.578351,15.478117,15.333358,15.16263,15.100673,14.987103,14.866398,14.764542,14.659791,14.567888,14.493176,14.369825,14.283996,14.21033,14.122565,14.054108,13.972021,13.879337,13.797111,13.723409,13.633477,13.56989,13.494744,13.400048,13.347726,13.278146,13.217528,13.131547,13.082436,13.024364,12.962231,12.914486,12.867175,12.86101,12.820903,12.799243,12.797802,12.771828,12.743145,12.686049,12.641349,12.598862,12.551525,12.511064,12.465356,12.425428,12.383348,12.351904,12.308146,12.278579,12.277603,12.260942,12.238219,12.223767,12.214602,12.196648,12.182659,12.198991,12.170184,12.174425,12.169743,12.177152,12.212101,12.261728,12.345665,12.465783,12.612844,12.802179,13.032646,13.323316,13.660944,12.110823,11.99297,12.259882,12.158269,12.087584,12.109259,12.071922,12.013264,12.175505,12.090451,12.129095,12.146121,12.159031,12.199841,12.185745,12.113813,12.16799,12.159223,12.130061,12.120616,12.101254,12.096534,12.109179,12.06262,12.061072,12.073023,12.060191,12.069371,12.05703,12.032219,12.018169,12.005767,11.970173,11.963185,11.93714,11.880503,11.875448,11.845257,11.820127,11.765096,11.746747,11.709264,11.666391,11.633017,11.593128,11.589868,11.549672,11.526499,11.497215,11.439822,11.409469,11.356082,11.316995,11.280254,11.239857,11.208386,11.170745,11.139388,11.100975,11.064411,11.001523,10.933369,10.87536,10.815542,10.769429,10.752306,10.756618,10.759356,10.783352,10.841366,10.839169,10.865691,10.846598,10.836627,10.829309,10.813369,10.787604,10.77051,10.735441,10.735178,10.729086,10.695178,10.6922,0.746245,0.568597,0.189903,31.0,0.0,0.047892,0.039038,0.029112,0.057872,0.049645,0.031253,0.026128,0.021082,0.012768,,1,37.23352811,-76.95025167,2023-06-20 13:09:00+00:00
1,1.5,6.943292,25.274099,5.593,2.525151,2.443801,2.379273,2.294137,2.199241,2.119288,2.035813,1.959981,1.880305,1.792424,1.714005,1.64063,1.56723,1.49307,1.42367,1.372022,1.315662,1.264214,1.215129,1.165488,1.12088,1.079453,1.036792,0.997239,0.956933,0.914793,0.877774,0.839535,0.803087,0.772907,0.742303,0.71413,0.691253,0.667062,0.644801,0.626993,0.606015,0.588859,0.571563,0.557456,0.541255,0.529307,0.516897,0.505004,0.495019,0.48468,0.473596,0.45979,0.45166,0.446367,0.43907,0.437617,0.43496,0.432847,0.427583,0.423551,0.417974,0.411972,0.404241,0.401104,0.403664,0.411779,0.422103,0.433578,0.441187,0.440351,0.431146,0.414896,0.388259,0.357831,0.331913,0.303984,0.284265,0.268068,0.252669,0.237816,0.234308,0.222863,0.217596,0.214673,0.194717,0.17025,0.162834,9.413053,9.34021,9.243767,9.165781,9.051733,8.961234,8.856584,8.735794,8.658144,8.561807,8.458184,8.371981,8.270205,8.197406,8.103537,8.009759,7.935163,7.852217,7.77732,7.709288,7.63346,7.572857,7.511768,7.439502,7.375372,7.321874,7.254912,7.19148,7.139259,7.072789,7.016691,6.980762,6.907054,6.853498,6.811569,6.749674,6.709023,6.667663,6.629672,6.569867,6.539865,6.49566,6.452752,6.416378,6.38008,6.356603,6.311498,6.292622,6.257571,6.213239,6.188875,6.147869,6.11337,6.075524,6.042378,6.007191,5.969174,5.93299,5.905203,5.874991,5.839502,5.796181,5.772801,5.743768,5.718233,5.697496,5.674724,5.650403,5.623825,5.616,5.57511,5.55547,5.526283,5.485371,5.454201,5.434952,5.406896,5.375184,5.334229,5.330899,5.308936,5.260571,5.237472,1.167498,0.71458,0.337628,0.249303,0.18953,0.141081,0.040212,0.027733,0.0,9.254674,8.449776,7.485086,7.154206,6.872849,6.600139,5.753841,5.562996,5.325274,1.359817,1.301539,1.240508,1.185954,1.122475,1.057616,0.988587,0.916444,0.852017,0.795362,0.740732,0.686507,0.633934,0.58674,0.543538,0.507392,0.477064,0.445501,0.417723,0.38925,0.366383,0.344595,0.32574,0.307273,0.290564,0.27289,0.256865,0.240919,0.226508,0.213888,0.203171,0.193267,0.183971,0.174518,0.165606,0.156405,0.147793,0.1392,0.131401,0.124163,0.117608,0.111525,0.106171,0.100923,0.096188,0.092429,0.087241,0.082458,0.077515,0.072881,0.068633,0.064478,0.060762,0.057362,0.054251,0.051334,0.048663,0.046216,0.043747,0.041486,0.039264,0.037218,0.035061,0.033191,0.031086,0.029015,0.026896,0.024416,0.021993,0.019492,0.016869,0.014287,0.011401,0.008593,0.005655,0.002916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.165334,1.142262,1.138765,1.108183,1.076767,1.061672,1.047225,1.043537,1.028289,0.997062,0.973273,0.954123,0.933295,0.90633,0.880131,0.86463,0.838598,0.818713,0.797406,0.776237,0.754498,0.734858,0.711052,0.689966,0.66637,0.641903,0.620908,0.598616,0.576579,0.559019,0.539132,0.520863,0.507282,0.492544,0.479195,0.470588,0.458222,0.449659,0.440162,0.433293,0.423647,0.417782,0.410726,0.40408,0.398831,0.392251,0.386355,0.377332,0.374145,0.373487,0.370437,0.373139,0.374198,0.375485,0.373332,0.372217,0.36931,0.365756,0.360494,0.359618,0.3644,0.374562,0.387042,0.400388,0.410101,0.411336,0.40425,0.39048,0.366265,0.338339,0.315044,0.289697,0.272865,0.259475,0.247014,0.2349,0.234308,0.222863,0.217596,0.214673,0.194717,0.17025,0.162834,8.053235,8.038671,8.00326,7.979827,7.929258,7.903618,7.867996,7.81935,7.806127,7.766444,7.717452,7.685474,7.636271,7.610666,7.559998,7.502367,7.458098,7.406716,7.359597,7.320037,7.267077,7.228262,7.186028,7.132228,7.084809,7.048984,6.998046,6.95056,6.912751,6.858901,6.81352,6.787495,6.723083,6.67898,6.645963,6.593269,6.561231,6.528463,6.498271,6.445704,6.422257,6.384135,6.34658,6.315455,6.283892,6.264174,6.224257,6.210164,6.180056,6.140358,6.120242,6.083392,6.052608,6.018162,5.988127,5.955857,5.920511,5.886774,5.861456,5.833506,5.800238,5.758964,5.737741,5.710577,5.687147,5.668481,5.647827,5.625987,5.601831,5.596508,5.558241,5.541183,5.514882,5.476779,5.448546,5.432036,5.406896,5.375184,5.334229,5.330899,5.308936,5.260571,5.237472,6.887901,6.89641,6.864494,6.871644,6.852492,6.841947,6.820771,6.775813,6.777839,6.769382,6.744179,6.731351,6.702975,6.704336,6.679867,6.637737,6.6195,6.588003,6.562191,6.5438,6.512579,6.493404,6.474977,6.442263,6.418439,6.407081,6.377138,6.351944,6.336172,6.299881,6.274388,6.266632,6.215801,6.186437,6.166768,6.122681,6.103009,6.078804,6.058109,6.01241,5.99861,5.966353,5.935854,5.911375,5.885061,5.871922,5.837903,5.832832,5.805911,5.766872,5.749804,5.710252,5.67841,5.642677,5.614795,5.58364,5.5512,5.521017,5.500961,5.473887,5.435838,5.384402,5.350699,5.310189,5.277045,5.257145,5.243577,5.235507,5.235566,5.258169,5.243197,5.251486,5.242017,5.217303,5.201532,5.197135,5.172588,5.152321,5.116633,5.116225,5.114219,5.090321,5.074637,2.531509,2.449244,2.384187,2.298799,2.203694,2.123756,2.040459,1.96482,1.885271,1.797619,1.719903,1.647411,1.57527,1.502463,1.433297,1.381792,1.32566,1.274596,1.226043,1.177514,1.133931,1.093332,1.051946,1.014335,0.976295,0.938186,0.906595,0.875732,0.843772,0.81394,0.784267,0.75753,0.736084,0.713569,0.693618,0.679941,0.663336,0.648703,0.633384,0.621021,0.608295,0.601411,0.595056,0.592109,0.594732,0.597556,0.607677,0.617794,0.656272,0.693351,0.701975,0.702822,0.704468,0.709335,0.710674,0.713373,0.715565,0.716862,0.718764,0.72769,0.743664,0.77739,0.825396,0.857406,0.87589,0.882144,0.881335,0.880279,0.869521,0.859382,0.859669,0.865192,0.895599,0.933428,0.990543,1.067782,1.191147,1.339283,1.53389,1.73293,1.98039,2.312704,2.666516,9.42465,9.350688,9.253572,9.175194,9.060714,8.970066,8.865445,8.744674,8.666987,8.570725,8.467727,8.382278,8.28161,8.210068,8.116252,8.02254,7.948019,7.86533,7.790888,7.723865,7.648974,7.58911,7.529215,7.458806,7.396862,7.347305,7.285686,7.22952,7.181744,7.115591,7.06035,7.025862,6.953513,6.901527,6.861888,6.80409,6.767741,6.728901,6.692796,6.634736,6.608144,6.568961,6.532104,6.504599,6.480879,6.470582,6.446682,6.451644,6.463173,6.461236,6.452735,6.413961,6.383787,6.352903,6.326272,6.29781,6.267565,6.238688,6.220501,6.202271,6.180202,6.16249,6.176804,6.168231,6.153526,6.139892,6.125512,6.116385,6.105685,6.118161,6.103437,6.117176,6.138113,6.151234,6.192575,6.265418,6.364233,6.492113,6.651003,6.84956,7.095,7.403428,7.741554,6.893141,6.901443,6.869386,6.876395,6.857019,6.84631,6.824986,6.779854,6.781717,6.773106,6.747824,6.734868,6.706341,6.707604,6.682955,6.640748,6.622359,6.590734,6.564846,6.546351,6.515043,6.495778,6.477268,6.44447,6.420567,6.409119,6.379091,6.353788,6.337973,6.301651,6.276083,6.268332,6.217428,6.187959,6.16827,6.124149,6.104404,6.080198,6.059412,6.013715,5.999848,5.96755,5.937048,5.912489,5.886148,5.873026,5.839005,5.83385,5.806901,5.767885,5.75076,5.711139,5.679319,5.643568,5.615598,5.584437,5.552,5.521825,5.501737,5.474581,5.436538,5.385101,5.351407,5.310825,5.277636,5.257748,5.244177,5.236107,5.236164,5.25878,5.243768,5.251984,5.242514,5.217805,5.202032,5.197636,5.173086,5.15283,5.117113,5.11663,5.114611,5.090724,5.075037,0.230631,0.214462,0.130296,52.0,0.0,0.026368,0.019836,0.019297,0.029129,0.022047,0.024495,0.02223,0.016174,0.012765,,2,37.16686789,-76.65008967,2023-06-20 15:09:00+00:00
