,EventId,Station,SampleDate,SampleTime,Depth,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,geometry,x,y,coastal,blue,green,red,nir08,coastal_n,blue_n,green_n,red_n,nir08_n,datetime,eo:cloud_cover,proj:epsg,view:sun_azimuth,view:sun_elevation
2,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,CHLA,,3.56,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
541,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,DIN,,0.202,MG/L,D01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
1098,394409,LE5.1,2013-10-01,10:00:00,1,ISM,M1,DO,,7.46,MG/L,F04,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
1802,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,DON,,0.242,MG/L,D02,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
2356,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,DOP,,-0.002,MG/L,D01,VADCLS,NV,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
2890,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,FCOLI_C,<,25.0,COL/100 ML,L02,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
3419,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,FSS,,20.0,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
4120,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,NH4F,,0.01,MG/L,L01,VADCLS,,,,EPA ammonia distillation requirement waived per client request,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
4656,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,NO23F,,0.192,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
5198,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,NO2F,,0.061,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
5734,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,NO3F,,0.131,MG/L,D01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
6365,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,PC,,0.507,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
6903,394409,LE5.1,2013-10-01,10:00:00,1,ISM,M1,PH,,7.68,SU,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
7430,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,PHEO,,0.79,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
7967,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,PN,G,0.05,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
8507,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,PO4F,,0.042,MG/L,L01,VADCLS,QQ,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
9043,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,PP,,0.0159,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
9584,394409,LE5.1,2013-10-01,10:00:00,1,ISM,M1,SALINITY,,9.72,PPT,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
9831,394409,LE5.1,2013-10-01,10:00:00,0,ISM,M1,SECCHI,,0.9,M,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
10559,394409,LE5.1,2013-10-01,10:00:00,1,ISM,M1,SIGMA_T,,5.24892,NONE,D01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
10800,394409,LE5.1,2013-10-01,10:00:00,1,ISM,M1,SPCOND,,16526.0,UMHOS/CM,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
11325,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,TDN,,0.444,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
11867,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,TDP,,0.04,MG/L,L01,VADCLS,QQ,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
13089,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,TP,,0.0559,MG/L,D01,VADCLS,QQ,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
13440,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,TSS,,24.0,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
13974,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,TURB_NTU,,5.54,NTU,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
14512,394409,LE5.1,2013-10-01,10:00:00,1,D,S1,VSS,,4.0,MG/L,D01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
15017,394409,LE5.1,2013-10-01,10:00:00,1,ISM,M1,WTEMP,,21.86,DEG C,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2013-09-28T15:48:43.124917Z,89.5,32618,153.47290677,46.9950579
3,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,CHLA,,2.53,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
540,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,DIN,,0.285,MG/L,D01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
1215,394410,LE5.1,2013-11-06,09:55:00,1,ISM,M1,DO,,9.46,MG/L,F04,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
1801,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,DON,,0.201,MG/L,D02,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
2357,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,DOP,,-0.001,MG/L,D01,VADCLS,NV,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
2889,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,FCOLI_C,<,25.0,COL/100 ML,L02,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
3420,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,FSS,,7.0,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
4119,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,NH4F,,0.029,MG/L,L01,VADCLS,,,,EPA ammonia distillation requirement waived per client request,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
4657,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,NO23F,,0.256,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
5197,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,NO2F,G,0.008,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
5735,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,NO3F,,0.248,MG/L,D01G,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
6364,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,PC,,0.408,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
7021,394410,LE5.1,2013-11-06,09:55:00,1,ISM,M1,PH,,7.76,SU,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
7429,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,PHEO,,1.04,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
7968,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,PN,G,0.062,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
8506,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,PO4F,,0.035,MG/L,L01,VADCLS,QQ,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
9044,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,PP,,0.014,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
9646,394410,LE5.1,2013-11-06,09:55:00,1,ISM,M1,SALINITY,,7.9,PPT,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
9946,394410,LE5.1,2013-11-06,09:55:00,0,ISM,M1,SECCHI,,0.9,M,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
10618,394410,LE5.1,2013-11-06,09:55:00,1,ISM,M1,SIGMA_T,,5.17221,NONE,D01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
10922,394410,LE5.1,2013-11-06,09:55:00,1,ISM,M1,SPCOND,,13616.0,UMHOS/CM,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
11326,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,TDN,,0.486,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
11866,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,TDP,,0.034,MG/L,L01,VADCLS,QQ,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
13088,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,TP,,0.048,MG/L,D01,VADCLS,QQ,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
13441,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,TSS,,10.0,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
13973,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,TURB_NTU,,7.23,NTU,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
14513,394410,LE5.1,2013-11-06,09:55:00,1,D,S1,VSS,,3.0,MG/L,D01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
15146,394410,LE5.1,2013-11-06,09:55:00,1,ISM,M1,WTEMP,,15.56,DEG C,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.0022567283950617246,0.01667793209876543,0.049470154320987655,0.03522175925925926,-0.00035339506172839795,81,81,81,81,81,2013-11-08T15:42:24.810989Z,2.3,32618,161.36655535,33.70210393
5,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,CHLA,,1.64,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
554,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,DIN,,0.592,MG/L,D01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
1114,394671,TF5.6,2014-01-15,12:30:00,1,ISM,M1,DO,,12.2,MG/L,F01,,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
1813,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,DON,,0.169,MG/L,D02,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
2368,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,DOP,,0.008,MG/L,D01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
2901,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,FCOLI_C,,100.0,COL/100 ML,L02,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
3424,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,FSS,,16.0,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
4125,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,NH4F,,0.133,MG/L,L01,VADCLS,,,,EPA ammonia distillation requirement waived per client request,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
4674,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,NO23F,,0.459,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
5203,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,NO2F,G,0.004,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
5753,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,NO3F,,0.455,MG/L,D01G,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
6370,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,PC,,0.898,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
6915,394671,TF5.6,2014-01-15,12:30:00,1,ISM,M1,PH,,7.5,SU,F01,,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
7435,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,PHEO,,0.89,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
7985,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,PN,G,0.075,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
8512,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,PO4F,,0.012,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
9061,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,PP,,0.0336,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
9843,394671,TF5.6,2014-01-15,12:30:00,0,ISM,M1,SECCHI,,0.4,M,F01,,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
10808,394671,TF5.6,2014-01-15,12:30:00,1,ISM,M1,SPCOND,,137.0,UMHOS/CM,F01,,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
11330,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,TDN,,0.761,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
11885,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,TDP,,0.02,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
13093,394671,TF5.6,2014-01-15,12:30:00,1,D,S1,TP,,0.0536,MG/L,D01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,0.03582472222222221,0.044397592592592586,0.08105271604938272,0.09733679012345679,0.021197438271604932,81,81,81,81,81,2014-01-18T15:47:59.659437Z,13.56,32618,155.5423974,28.16766098
