,EventId,Station,SampleDate,SampleTime,Depth,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,geometry,x,y,coastal,blue,green,red,nir08,coastal_n,blue_n,green_n,red_n,nir08_n,datetime,eo:cloud_cover,proj:epsg,view:sun_azimuth,view:sun_elevation
5828,621282,TF5.6,2022-09-07,11:15:00,1,D,S1,NO3F,,0.045,MG/L,D01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
6407,621282,TF5.6,2022-09-07,11:15:00,1,D,S1,PC,,1.52,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
6980,621282,TF5.6,2022-09-07,11:15:00,1,ISM,M1,PH,,7.47,SU,F01,,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
7472,621282,TF5.6,2022-09-07,11:15:00,1,D,S1,PHEO,,8.98,UG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
8048,621282,TF5.6,2022-09-07,11:15:00,1,D,S1,PN,G,0.272,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
8549,621282,TF5.6,2022-09-07,11:15:00,1,D,S1,PO4F,,0.014,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
9124,621282,TF5.6,2022-09-07,11:15:00,1,D,S1,PP,,0.0446,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
9612,621282,TF5.6,2022-09-07,11:15:00,1,ISM,M1,SALINITY,,1.57,PPT,F01,,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
9908,621282,TF5.6,2022-09-07,11:15:00,0,ISM,M1,SECCHI,,0.4,M,F01,,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
10587,621282,TF5.6,2022-09-07,11:15:00,1,ISM,M1,SIGMA_T,,-2.6887,NONE,D01,,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
10879,621282,TF5.6,2022-09-07,11:15:00,1,ISM,M1,SPCOND,,3017.0,UMHOS/CM,F01,,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
11369,621282,TF5.6,2022-09-07,11:15:00,1,D,S1,TDN,,0.438,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
11946,621282,TF5.6,2022-09-07,11:15:00,1,D,S1,TDP,,0.021,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
12420,621282,TF5.6,2022-09-07,11:15:00,1,D,S1,TN,,0.71,MG/L,D04G,VADCLS,,,,nan nan,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
13125,621282,TF5.6,2022-09-07,11:15:00,1,D,S1,TP,,0.0656,MG/L,D01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
13520,621282,TF5.6,2022-09-07,11:15:00,1,D,S1,TSS,,20.0,MG/L,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
14018,621282,TF5.6,2022-09-07,11:15:00,1,D,S1,TURB_NTU,,13.6,NTU,L01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
14592,621282,TF5.6,2022-09-07,11:15:00,1,D,S1,VSS,,5.0,MG/L,D01,VADCLS,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
15059,621282,TF5.6,2022-09-07,11:15:00,1,ISM,M1,WTEMP,,28.57,DEG C,F01,,,,,,37.27272,-76.99057,POINT (-76.99057 37.27272),323520.0,4126980.0,,,,,,0,0,0,0,0,2022-09-05T15:47:24.266166Z,85.75,32618,144.28457144,54.15270081
85,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,CHLA,,1.92,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
632,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,DIN,,0.333,MG/L,D01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
1179,510254,LE5.1,2020-11-09,10:00:00,1,ISM,M1,DO,,8.64,MG/L,F04,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
1891,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,DON,,0.217,MG/L,D02,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
2441,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,DOP,,-0.002,MG/L,D01,VADCLS,NV,,,TDP/OP within acceptable range.,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
2976,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,FCOLI_C,<,25.0,COL/100 ML,L02,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
3504,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,FSS,,5.0,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
4207,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,NH4F,,0.061,MG/L,L01,VADCLS,,,,EPA ammonia distillation requirement waived per client request,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
4741,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,NO23F,,0.272,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
5285,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,NO2F,G,0.008,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
5831,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,NO3F,,0.264,MG/L,D01G,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
6452,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,PC,,0.786,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
6984,510254,LE5.1,2020-11-09,10:00:00,1,ISM,M1,PH,,7.62,SU,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
7517,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,PHEO,,2.38,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
8052,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,PN,G,0.074,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
8594,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,PO4F,,0.025,MG/L,L01,VADCLS,QQ,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
9128,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,PP,,0.027,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
9622,510254,LE5.1,2020-11-09,10:00:00,1,ISM,M1,SALINITY,,1.01,PPT,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
9915,510254,LE5.1,2020-11-09,10:00:00,0,ISM,M1,SECCHI,,0.4,M,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
10598,510254,LE5.1,2020-11-09,10:00:00,1,ISM,M1,SIGMA_T,,-0.30548,NONE,D01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
10882,510254,LE5.1,2020-11-09,10:00:00,1,ISM,M1,SPCOND,,1975.0,UMHOS/CM,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
11413,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,TDN,,0.55,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
11951,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,TDP,,0.023,MG/L,L01,VADCLS,QQ,,,TDP/OP within acceptable range.,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
13151,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,TP,,0.05,MG/L,D01,VADCLS,QQ,,,TDP/OP within acceptable range.,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
13526,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,TSS,,10.0,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
14062,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,TURB_NTU,,16.7,NTU,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
14597,510254,LE5.1,2020-11-09,10:00:00,1,D,S1,VSS,,5.0,MG/L,D01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
15101,510254,LE5.1,2020-11-09,10:00:00,1,ISM,M1,WTEMP,,16.55,DEG C,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2020-11-11T15:40:56.561816Z,59.24,32618,161.213236,32.71042547
88,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,CHLA,,1.25,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
629,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,DIN,,0.421,MG/L,D01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
1181,583797,LE5.1,2021-01-05,09:00:00,1,ISM,M1,DO,,11.25,MG/L,F04,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
1888,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,DON,,0.196,MG/L,D02,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
2444,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,DOP,,0.013,MG/L,D01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
2973,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,FCOLI_C,,25.0,COL/100 ML,L02,VADCLS,GG,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
3507,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,FSS,,36.0,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
4204,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,NH4F,,0.063,MG/L,L01,VADCLS,,,,EPA ammonia distillation requirement waived per client request,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
4744,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,NO23F,,0.358,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
5282,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,NO2F,G,0.006,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
5834,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,NO3F,,0.352,MG/L,D01G,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
6449,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,PC,,1.84,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
6987,583797,LE5.1,2021-01-05,09:00:00,1,ISM,M1,PH,,7.4,SU,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
7514,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,PHEO,,1.5,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
8053,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,PN,G,0.191,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
8591,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,PO4F,,0.019,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
9131,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,PP,,0.066,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
9620,583797,LE5.1,2021-01-05,09:00:00,1,ISM,M1,SALINITY,,0.11,PPT,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
9912,583797,LE5.1,2021-01-05,09:00:00,0,ISM,M1,SECCHI,,0.3,M,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
10597,583797,LE5.1,2021-01-05,09:00:00,1,ISM,M1,SIGMA_T,,0.03411,NONE,D01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
10883,583797,LE5.1,2021-01-05,09:00:00,1,ISM,M1,SPCOND,,236.3,UMHOS/CM,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
11410,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,TDN,,0.617,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
11954,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,TDP,,0.032,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
13149,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,TP,,0.098,MG/L,D01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
13528,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,TSS,,44.0,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
14060,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,TURB_NTU,,48.2,NTU,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
14599,583797,LE5.1,2021-01-05,09:00:00,1,D,S1,VSS,,8.0,MG/L,D01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
15098,583797,LE5.1,2021-01-05,09:00:00,1,ISM,M1,WTEMP,,7.41,DEG C,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,,,,,,0,0,0,0,0,2021-01-05T15:47:05.923026Z,85.18,32618,157.33318358,26.54294965
89,583798,LE5.1,2021-02-04,10:00:00,1,D,S1,CHLA,,2.53,UG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.031876944444444444,0.04170021604938271,0.0733421913580247,0.06573114197530863,0.007930895061728394,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646
628,583798,LE5.1,2021-02-04,10:00:00,1,D,S1,DIN,,0.446,MG/L,D01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.031876944444444444,0.04170021604938271,0.0733421913580247,0.06573114197530863,0.007930895061728394,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646
1182,583798,LE5.1,2021-02-04,10:00:00,1,ISM,M1,DO,,12.34,MG/L,F04,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.031876944444444444,0.04170021604938271,0.0733421913580247,0.06573114197530863,0.007930895061728394,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646
1887,583798,LE5.1,2021-02-04,10:00:00,1,D,S1,DON,,0.162,MG/L,D02,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.031876944444444444,0.04170021604938271,0.0733421913580247,0.06573114197530863,0.007930895061728394,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646
2445,583798,LE5.1,2021-02-04,10:00:00,1,D,S1,DOP,,0.002,MG/L,D01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.031876944444444444,0.04170021604938271,0.0733421913580247,0.06573114197530863,0.007930895061728394,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646
2972,583798,LE5.1,2021-02-04,10:00:00,1,D,S1,FCOLI_C,<,25.0,COL/100 ML,L02,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.031876944444444444,0.04170021604938271,0.0733421913580247,0.06573114197530863,0.007930895061728394,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646
3508,583798,LE5.1,2021-02-04,10:00:00,1,D,S1,FSS,,4.0,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.031876944444444444,0.04170021604938271,0.0733421913580247,0.06573114197530863,0.007930895061728394,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646
4203,583798,LE5.1,2021-02-04,10:00:00,1,D,S1,NH4F,,0.064,MG/L,L01,VADCLS,,,,EPA ammonia distillation requirement waived per client request,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.031876944444444444,0.04170021604938271,0.0733421913580247,0.06573114197530863,0.007930895061728394,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646
4745,583798,LE5.1,2021-02-04,10:00:00,1,D,S1,NO23F,,0.382,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.031876944444444444,0.04170021604938271,0.0733421913580247,0.06573114197530863,0.007930895061728394,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646
5281,583798,LE5.1,2021-02-04,10:00:00,1,D,S1,NO2F,G,0.003,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.031876944444444444,0.04170021604938271,0.0733421913580247,0.06573114197530863,0.007930895061728394,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646
5835,583798,LE5.1,2021-02-04,10:00:00,1,D,S1,NO3F,,0.379,MG/L,D01G,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.031876944444444444,0.04170021604938271,0.0733421913580247,0.06573114197530863,0.007930895061728394,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646
6448,583798,LE5.1,2021-02-04,10:00:00,1,D,S1,PC,,0.807,MG/L,L01,VADCLS,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.031876944444444444,0.04170021604938271,0.0733421913580247,0.06573114197530863,0.007930895061728394,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646
6986,583798,LE5.1,2021-02-04,10:00:00,1,ISM,M1,PH,,7.8,SU,F01,,,,,,37.20297,-76.64833,POINT (-76.64833 37.20297),353730.0,4118670.0,0.031876944444444444,0.04170021604938271,0.0733421913580247,0.06573114197530863,0.007930895061728394,81,81,81,81,81,2021-02-06T15:46:57.748197Z,36.18,32618,152.21663188,32.4668646
